name,book_id
Terry Brooks,187124
Charles M. Sheldon,223838
Kresley Cole,10790516
Mo Willems,515905
David Baldacci,2260637
Elissa Wall,2659997
Lisa Pulitzer,2659997
Ruta Sepetys,11178225
Ed Brubaker,2182780
Doug Mahnke,2182780
Patrick Zircher,2182780
Aaron Sowd,2182780
Steve Bird,2182780
Erin Hunter,273511
Ben Horowitz,18176747
Jessica Sorensen,11051889
Stephen R. Donaldson,228990
Russell Brand,2063563
Nora Roberts,18527947
Simon Garfield,10909804
J.D. Robb,3492020
Charles Bukowski,23534
N.K. Jemisin,19161852
R.D. Ronald,13568322
John Katzenbach,67931
Jasper Fforde,2113260
S.E. Hinton,33569
Trenton Lee Stewart,6164358
Del Roy,6164358
Kevin    Wilson,10149142
Chris Gardner,10907
Karl Ove Knausgård,7147831
Alan Bradley,8517008
Doris Kearns Goodwin,18728
Richard Russo,414298
Walker Percy,10739
Anton Chekhov,87346
Tom    Murphy,87346
Wendy Mass,4835838
J.R.R. Tolkien,7329
Christopher Tolkien,7329
Ann Brashares,9461872
Grant Naylor,349090
Christopher Moore,33459
أحلام مستغانمي,2501455
Ahlam Mosteghanemi,2501455
G.K. Chesterton,87665
Jane O'Connor,426625
Robin Preiss Glasser,426625
Graham Greene,3692
Jeff Kinney,21535019
Patricia C. Wrede,169871
Peter de Sève,169871
James Patterson,2029176
Howard Roughan,2029176
Neil Gaiman,23301545
Chris Riddell,23301545
Susan Meissner,18114142
A.N. Roquelaure,18750
Anne Rice,18750
Dee Henderson,285011
Ravinder Singh,13041934
Gregory Maguire,3124249
Douglas Smith,3124249
Raymond E. Feist,43908
Tobias Wolff,11466
Jonathan Maberry,3993839
Willa Cather,545951
Patricia Briggs,7942786
Rick Riordan,17312201
Molière,52823
Martin Sorrell,52823
Larissa Ione,4701550
Kazune Kawahara,1896346
أثير عبدالله النشمي,10400407
Mercer Mayer,386234
James Rollins,294047
David D. Burns,46674
Nora Roberts,114184
Patricia Cornwell,6528
Melody Beattie,720298
Ivan Goncharov,254308
Stephen Pearl,254308
Galya Diment,254308
Clive Cussler,198332
Ruth Reichl,18167006
Po Bronson,6496815
Ashley Merryman,6496815
Nelson DeMille,1849
Mary Higgins Clark,154423
Raymond E. Feist,589979
Janny Wurts,589979
Neal Shusterman,688191
Kresley Cole,8534799
John Grisham,7824997
Richard Thomas,7824997
Chris Ware,34072
Richard Peck,39980
Kristen Ashley,16163690
Carlos Ruiz Zafón,4516
Ann Brashares,7135858
Jeanette Winterson,15054
Colleen Houck,7849341
Dean Koontz,605015
Matt Ridley,4591
Sandra Boynton,53580
Louise Rennison,112675
Tim LaHaye,27526
Jerry B. Jenkins,27526
Phil Klay,18114068
Libba Bray,6512140
James M. Cain,25807
Carrie Ryan,6555517
Robert Kurson,9530
Clare Vanderpool,8293938
Amitav Ghosh,77103
Jessica Anthony,10710392
Rodrigo Corral,10710392
Lisa Scottoline,21853628
James Dashner,16279856
Agatha Christie,140278
J.D. Robb,74036
Jo Nesbø,18373214
Don Bartlett,18373214
Charlaine Harris,140078
Isabel Allende,3304
Margaret Sayers Peden,3304
Naguib Mahfouz,2364284
نجيب محفوظ,2364284
China Miéville,68497
Meg Cabot,23225
Anne McCaffrey,28553
Rachel Simon,9545064
Dava Sobel,18646
Leon Uris,42692
Allen Say,11391817
Amitav Ghosh,1330324
Isaac Asimov,99245
Robert Silverberg,99245
Melinda Long,18005
David Shannon,18005
Edward Abbey,99208
John Irving,6323821
Rob Bell,10115852
Rachel Caine,9376345
Jeffrey Archer,78970
Linda Howard,469901
M. Leighton,16093188
Mira Lyn Kelly,16124019
Linwood Barclay,1225261
Katherine Hannigan,207802
Robin Hobb,4703450
Aldo Leopold,210404
Eric Knight,895886
Marguerite Kirmse,895886
T. Colin Campbell,178788
Thomas M. Campbell II,178788
Julia Donaldson,1013383
Axel Scheffler,1013383
Douglas Adams,359
Arthur C. Clarke,250024
Sui Ishida,18667307
石田 スイ,18667307
Cressida Cowell,352262
David Foster Wallace,6753
Mary Higgins Clark,170619
Lauren Conrad,4758093
Kiera Cass,6618272
Greg Iles,43993
Joseph J. Ellis,22680
Jo Nesbø,11777020
Don Bartlett,11777020
Daniel Silva,93793
Paul Bowles,243598
Patrick Ness,22910900
Alison Weir,1933181
Lily Koppel,16131193
G.K. Chesterton,184419
Jonathan Lethem,184419
Frank B. Gilbreth Jr.,764903
Ernestine Gilbreth Carey,764903
Douglas Preston,2198274
Mario Spezi,2198274
Daniel Woodrell,112525
Laurell K. Hamilton,30243
Bernard Cornwell,1297150
Jessica Seinfeld,1734639
Anita Shreve,228534
Katie Ashley,16062210
Maeve Binchy,41951
Aleatha Romig,16070018
Terry Pratchett,34503
Paul Kidby,34503
Isaac Asimov,83539
Philip Gourevitch,11472
Jonathan Cahn,12611073
Daniel Silva,16248078
Susan Vreeland,8296140
Jennifer E. Smith,18295852
L.A. Weatherly,7991200
Brandon Mull,11254850
Adeline Yen Mah,82751
John Sandford,14785
Bryan J.L. Glass,8320534
Tim Seeley,8320534
Hugo Petrus,8320534
Raymond E. Feist,8320534
Vi Keeland,31140847
J.R. Ward,2880715
Joe Hill,6120349
Gabriel Rodríguez,6120349
Beverly Cleary,91247
Alan Tiegreen,91247
Agatha Christie,49596
Julio Cortázar,53413
Gregory Rabassa,53413
Karin Slaughter,9635495
Marissa Meyer,25689074
Eric Clapton,1207904
Naomi Klein,647
Harlan Coben,43927
Hunter S. Thompson,7748
P.D. James,764434
Sarah Addison Allen,21853633
Ted Chiang,223380
Mario Vargas Llosa,53926
Heidi W. Durrow,6449290
Bret Easton Ellis,4031
Lisa Gardner,32523
Habiburrahman El-Shirazy,969177
Erin Watt,29519514
Paulo Coelho,16054811
Margaret Jull Costa,16054811
Lisa Scottoline,9296438
Clive Barker,52640
Mary Higgins Clark,170650
D.J. MacHale,215542
Kristen Ashley,11227040
Robert K. Massie,133486
Janet Evanovich,12275680
Chris Grabenstein,16054808
Robert A. Heinlein,17208
Francine Rivers,6926176
David Wiesner,97860
Tom Clancy,19707
Mercedes Lackey,13986
Joan Didion,424
Raymond E. Feist,43917
Courtney Allison Moulton,7285498
Stephen King,12070846
Paul Auster,446
Holly Black,277191
Tony DiTerlizzi,277191
Marjorie Kinnan Rawlings,159582
Katie McGarry,13561164
Ozzy Osbourne,6952423
Chris Ayres,6952423
J. Maarten Troost,11077
Maria V. Snyder,10445208
Kaye Gibbons,5158
Nora Roberts,59819
Darren Shan,8968
David Eddings,291356
Bill Clegg,24452249
Nelson DeMille,33813
Elisabeth Kübler-Ross,781844
James Patterson,23346918
Maxine Paetro,23346918
Lisa Kleypas,827412
Patricia Cornwell,2833172
Dennis Lehane,21681
R.A. Salvatore,239103
Ellen Hopkins,9917945
Kristen Proby,17201095
J.D. Robb,268604
Monica  Murphy,17316075
Brian K. Vaughan,184040
Pia Guerra,184040
Goran Parlov,184040
José Marzán Jr.,184040
Nora Roberts,18668066
Robin McKinley,8088
Sue Grafton,64857
Jesmyn Ward,10846336
Kristen Callihan,22611920
Naomi Novik,14069
David McCullough,2368
Brian K. Vaughan,79426
Pia Guerra,79426
Goran Sudžuka,79426
José Marzán Jr.,79426
Edward Rutherfurd,92160
Natasha Preston,16116760
Stephanie Perkins,20309175
Holly Black,20309175
Ally Carter,20309175
Matt de la Pena,20309175
Gayle Forman,20309175
Jenny Han,20309175
David Levithan,20309175
Kelly Link,20309175
Myra McEntire,20309175
Rainbow Rowell,20309175
Laini Taylor,20309175
Kiersten White,20309175
Hugh Howey,20509356
Scott  Meyer,18616975
Richard Russo,659388
Richard Bachman,66370
Stephen King,66370
Émile Zola,28407
Roger Pearson,28407
Abbi Glines,13573795
Michael Ondaatje,11076177
Alfred Bester,76740
Melissa de la Cruz,9578590
Meg Cabot,199786
Dean Koontz,693172
Lisa Gardner,25644437
J. Lynn,16122034
Jennifer L. Armentrout,16122034
Isabel Allende,16532
Margaret Sayers Peden,16532
Jacqueline Kelly,6202556
Katie Alender,3678651
Clive Cussler,41707
David Mazzucchelli,4070095
David Eddings,651260
Robert Kirkman,138397
Charlie Adlard,138397
Cliff Rathburn,138397
Kazu Kibuishi,6277410
Carl Hiaasen,13066
Bill Watterson,24818
Danny Gregory,3253215
Dean Koontz,13154933
Michel Foucault,80369
Alan Sheridan,80369
Thomas Mathiesen,80369
Walter Seitter,80369
Drago Braco Rotar,80369
Catherine Ryan Hyde,215631
Danny Gregory,40168
Arina Tanemura,569346
Tomo Kimura,569346
Bernard Cornwell,68531
Anne Lamott,12535
Sarah Dunant,62212
Peter V. Brett,13630171
Sherrilyn Kenyon,84133
Nicholas Sparks,30002998
Anita Shreve,96081
Shannon Hale,248470
Jeffrey Archer,18404285
Amy A. Bartol,12925063
Aprilynne Pike,6918909
Joe McGinniss,333907
Sudhir Venkatesh,1491906
Raymond E. Feist,43915
Michael Avon Oeming,43915
Bryan J.L. Glass,43915
Ryan Stegman,43915
John C. Maxwell,183554
C.S. Lewis,100933
Laline Paull,18652002
Sara Gruen,2458340
David Eddings,18884
Leigh Eddings,18884
Kevin Kwan,22674105
Elizabeth George,216304
Brad Thor,206195
Ann Leary,15793186
Rudolfo Anaya,14362
Bret Easton Ellis,9913
Sue Grafton,169211
Jo Nesbø,2033352
Alessandro Baricco,61264
Tatiana de Rosnay,7963208
Tim LaHaye,27530
Jerry B. Jenkins,27530
Italo Calvino,9804
Archibald Colquhoun,9804
Stephenie Meyer,11450360
Young Kim,11450360
Belle Aurora,18468559
Roger Zelazny,5367
Gena Showalter,7519472
Andrzej Sapkowski,68453
Jillian Dodd,11382346
Kate Alcott,12384157
Judith McNaught,16006
Chris Van Allsburg,525995
Ken Grimwood,341735
David Eagleman,9827912
Neil deGrasse Tyson,22543
Margaret Atwood,133445
Richard Dawkins,17977
Marissa Meyer,18584855
Paul Zindel,128092
Lincoln Child,39026
Meg Cabot,9397967
Alexander McCall Smith,97898
Kerrelyn Sparks,263179
Dr. Seuss,105548
Christina Lauren,17831616
Robert Muchamore,1166131
Sarah Simblet,327242
Simon Singh,38412
Richard Paul Evans,161361
Amanda Hocking,8046350
Aurora Rose Reynolds,18341046
Angela Carter,49011
Anthony Bourdain,86856
Simon Schama,19797
Michelle Knight,20257122
Michelle Burford,20257122
Nora Roberts,98405
Simone Elkeles,7797874
Jasmine Warga,18336965
Kim Gordon,22693211
Heather Brewer,2272813
Patricia Cornwell,6526
Joseph Campbell,588138
John Sandford,7713965
D.C. Talk,8964
The Voice of the Martyrs,8964
Michael Pollan,15811496
Anne Bishop,47956
Orson Scott Card,9265891
Jo Nesbø,18142329
Don Bartlett,18142329
Anne Rice,31342
Yuu Watase,568592
Yuji Oniki,568592
Brunonia Barry,1951125
Faye Perozich,43818
Travis Moore,43818
Michael Halbleib,43818
Daerick Gröss,43818
Anne Rice,43818
Sherman Alexie,52873
Laurell K. Hamilton,30226
Stephenie Meyer,31176886
Anchee Min,139254
Eoin Colfer,6359434
Kathy Reichs,181116
H.M. Ward,17231976
George MacDonald,444381
Arthur Hughes,444381
Camilla Läckberg,9606002
Steven T. Murray,9606002
Dr. Seuss,310272
Dean Koontz,64955
Madeleine Wickham,1402668
Neal Stephenson,822
Terry Pratchett,11275323
Joelle Charbonneau,17165932
Sue Grafton,24940998
Roger Zelazny,13821
Sönmez Güven,13821
Roald Dahl,194755
Quentin Blake,194755
Mike Mignola,102461
Scott B. Smith,21727
James Patterson,3188186
Michael Ledwidge,3188186
Joan Didion,428
David Thomson,428
Kelley Armstrong,125926
Kim Stanley Robinson,77504
Paulo Coelho,4006
Alan R. Clarke,4006
Louise Penny,19561922
A.S. King,6665671
Joseph Delaney,256598
Patrick  Arrasmith,256598
L.J. Smith,395851
Karen Marie Moning,112755
Karen Marie Moning,112752
Reza Aslan,25307
Philip K. Dick,216377
Simone de Beauvoir,457264
H.M. Parshley,457264
Deirdre Bair,457264
Jennifer A. Nielsen,15703770
Margaret Weis,28481
Tracy Hickman,28481
Kurt Vonnegut Jr.,4987
Brian K. Vaughan,156532
Pia Guerra,156532
Goran Sudžuka,156532
José Marzán Jr.,156532
Dan Simmons,3973
Noelle Stevenson,22554204
Grace Ellis,22554204
Shannon Waters,22554204
Shannon Watters,22554204
Brooke A. Allen,22554204
Faith Hicks,22554204
Kat Leyh,22554204
Brooke Allen,22554204
Carolyn Nowak,22554204
Various,22554204
Carey Pietsch,22554204
Elaine N. Aron,923950
Chitra Banerjee Divakaruni,1774836
H.W. Brands,147602
Douglas Preston,136638
Lincoln Child,136638
Susan Beth Pfeffer,6393972
Yoshihiro Togashi,1493253
冨樫 義博,1493253
J.D. Robb,132778
Connie Willis,77773
James Patterson,7646805
Ned Rust,7646805
Michael Crichton,7679
Daniel Abraham,18337259
George R.R. Martin,18337259
Tommy Patterson,18337259
Holly Black,6087756
Raymond Carver,11437
Jasper Fforde,26999
Jean M. Auel,8318666
Lucy Grealy,534255
Lauren Oliver,22465597
Walt Disney Company,141019
Angie Sage,7355137
Mark Zug,7355137
Jeff Kinney,7528717
Dashiell Hammett,80616
Candace Bushnell,178813
David Brin,234489
Raymond E. Feist,13881
Kingsley Amis,395182
David Lodge,395182
Karin Slaughter,21721
Marie Lu,23846013
Kristin Hannah,276342
Susane Colasanti,5168517
Jeff Hobbs,18775365
Li Cunxin,298137
Lisa Gardner,5422154
Brian K. Vaughan,2202230
Pia Guerra,2202230
José Marzán Jr.,2202230
Greg Bear,840278
Helen Simonson,25776122
C.G. Jung,612188
Aniela Jaffé,612188
Richard Winston,612188
Clara Winston,612188
Laurell K. Hamilton,7121598
Diana Gabaldon,8533018
Meg Cabot,199785
ياسر حارب,10706934
Milan Kundera,26101
Suzanne Rappaport,26101
Julia Quinn,110387
Founding Fathers,89959
Gilles Néret,103902
Malcolm Lowry,31072
Rachel Abbott,20894857
Mary Pope Osborne,824734
Salvatore Murdocca,824734
Robert A. Heinlein,20417
Jack London,43049
Meg Cabot,23224
Kate Beaton,10767466
Ann Packer,16059
Thomas Mann,53061
Michael Henry Heim,53061
Michael Cunningham,53061
Sogyal Rinpoche,206731
Andrew Harvey,206731
Orson Scott Card,7973
Edgar Allan Poe,175516
D.J. MacHale,4415692
E. Lockhart,301022
Pat Barker,5872
Veronica Roth,18668485
Michael J. Fox,133729
Margaret Atwood,17645
John Joseph Adams,6390031
Robert J. Sawyer,6390031
Stephen King,6390031
Michael Moorcock,6390031
Sharyn McCrumb,6390031
Stephen Baxter,6390031
Anne Perry,6390031
Barbara Hambly,6390031
Tanith Lee,6390031
Neil Gaiman,6390031
Rob Rogers,6390031
Naomi Novik,6390031
Anthony Burgess,6390031
Dominic Green,6390031
Laurie R. King,6390031
Barbara Roden,6390031
Peter Tremayne,6390031
Tim Lebbon,6390031
Bradley H. Sinor,6390031
Edward D. Hoch,6390031
Vonda N. McIntyre,6390031
Darrell Schweitzer,6390031
Mary Robinette Kowal,6390031
H.Paul Jeffers,6390031
Geoffrey A. Landis,6390031
Amy Myers,6390031
Tony Pi,6390031
Chris Roberson,6390031
Mark Valentine,6390031
Gigi Levangie Grazer,192341
Bill Willingham,167010
Mark Buckingham,167010
Steve Leialoha,167010
James Jean,167010
James     Baldwin,464260
Kıvanç Güney,464260
Mo Willems,191117
Grant Morrison,22358
Frank Quitely,22358
Meg Cabot,93731
Ellen Schreiber,2051840
Sinclair Lewis,11376
Rick Riordan,20829994
John Rocco,20829994
Catherine Gilbert Murdock,16178
Michael Chabon,10756240
Karin Slaughter,5764902
Erika Swyler,23014670
Laurell K. Hamilton,6726595
Nora Roberts,59825
Christopher Moore,6559316
Frederick Franck,228765
Kristen Britain,147843
Anne McCaffrey,61942
Helen Oyeyemi,18079683
Sue Grafton,64860
David  Brooks,9628743
Ian McEwan,7140754
Thomas S. Kuhn,61539
Andrea Levy,44001
Louise Penny,28220985
Sidney Sheldon,43327
Peter M. Senge,255127
Arthur Koestler,30672
Daphne Hardy,30672
Jaci Burton,8341567
Jane Green,763047
Jack Campbell,112292
Lois McMaster Bujold,61886
Elizabeth Flock,80534
Nora Roberts,114187
Malinda Lo,6472451
Bernard Cornwell,6489529
Megan McCafferty,199687
Diane Arbus,134360
Stan Grossfeld,134360
Doon Arbus,134360
Marvin Israel,134360
Carolyn Mackler,253106
Joseph Conrad,12194
Leo Lionni,225545
Neil Gaiman,79257
Andrew Clements,542752
Frank E. Peretti,19747756
Ted Dekker,19747756
V.E. Schwab,13638125
Victoria Schwab,13638125
Clive Cussler,41706
Eoin Colfer,45432
Meg Cabot,199782
Dr. Seuss,420404
Camron Wright,13628812
Rohinton Mistry,19661
Harvey Karp,132900
Penelope Douglas,20803962
Nelson Hobbs,20803962
Dee Lestari,6765740
Gordon Korman,1025250
Dallas Hartwig,13193855
Melissa Hartwig,13193855
Ted Kerasote,430968
Gary Paulsen,141372
Julia Alvarez,11208
J. Lynn,17558817
Jennifer L. Armentrout,17558817
Louisa May Alcott,372319
Harlan Coben,29430007
Charles Bukowski,38502
Jussi Adler-Olsen,13505130
K.E. Semmel,13505130
James McBride,16171272
Susan Cooper,24963
Robert Kirkman,30065
Charlie Adlard,30065
Cliff Rathburn,30065
Elizabeth Chandler,321645
Abbi Glines,18053782
Daniel Silva,9975779
Kate Atkinson,501124
Clive Barker,768878
Arthur C. Clarke,35816
Marshall Goldsmith,84525
Mark Reiter,84525
Richard Paul Evans,7187395
Claudia Gray,6619499
Nick Hornby,411527
Robin LaFevers,9943270
Kwame Alexander,18263725
Andrea Hirata,1464757
Alan Hollinghurst,139087
Susanna Kearsley,9792287
Frank E. Peretti,65684
Daniel Silva,93795
Chuck Klosterman,24475
Peter F. Drucker,48019
Kieron Gillen,23093359
Jamie McKelvie,23093359
Matt Wilson,23093359
Clayton Cowles,23093359
Dean Koontz,17797381
John Sandford,988950
Esther Hicks,343614
Jerry Hicks,343614
Alexandra Bracken,16150831
Aimee Carter,12637490
Holly Black,280277
Tony DiTerlizzi,280277
Beverly Cleary,568476
Tracy Dockray,568476
Russell Hoban,906541
Garth Williams,906541
Tetsuko Kuroyanagi,328802
Chihiro Iwasaki,328802
Dorothy Britton,328802
Joe Abercrombie,22055283
Roger Lowenstein,10669
Natalie Goldberg,44905
Darren Shan,8963
Tad Williams,28695
Charlaine Harris,140097
Katherine Paterson,337058
James Patterson,7134201
Liza Marklund,7134201
Julietta Suzuki,8230409
Tomo Kimura,8230409
Colleen Hoover,23587984
D.J. MacHale,147801
Agatha Christie,121648
China Miéville,9265453
Dean Koontz,15752
Arthur Conan Doyle,3581
Dorothy L. Sayers,246225
Gary Larson,77281
Julie Kagawa,13581990
J.D. Robb,238125
Tarryn Fisher,16090981
Aron Ralston,166562
David Gemmell,618177
Sheila Turnage,11737313
Meg Cabot,23223
Ann Rule,231585
Chris Bohjalian,25430584
Avery Monsen,8044557
Jory John,8044557
Matthew Reilly,617526
Nora Roberts,534733
Tite Kubo,2879
Johnny Cash,35488
Patrick   Carr,35488
Sidney Sheldon,115130
Carl Hiaasen,13067
Isak Dinesen,781787
Karen Blixen,781787
Robert Crais,57951
Nassim Nicholas Taleb,13530973
Molly McAdams,16122163
Sam Harris,13259270
Marieke Nijkamp,24529123
Rachel Vincent,793399
Elin Hilderbrand,2285777
Rebecca Stead,13262061
Brian Jacques,7993
Gary Chalk,7993
Steven Pinker,5752
Peter F. Hamilton,866136
Meg Cabot,5135798
William Shakespeare,104837
Cynthia Marshall,104837
Barbara A. Mowat,104837
Paul Werstine,104837
Margaret Peterson Haddix,303472
Christopher Pike,7775611
Zane,169331
Kristen Simmons,10677277
Randy Shilts,28212
William Greider,28212
Laurelin Paige,17930773
Lara Adrian,1928873
Karin Slaughter,21719
Miranda July,11266880
Brigitte Sire,11266880
Hubert Selby Jr.,50275
Gilbert Sorrentino,50275
Mario Vargas Llosa,53969
Edith Grossman,53969
Jordan Sonnenblick,318404
Miranda July,21412400
Tad Williams,28698
Jay Crownover,17204860
John Banville,3656
James Patterson,18656055
David Ellis,18656055
Dean Koontz,32434
Gail Carriger,6933876
L.E. Modesitt Jr.,185253
John Jakes,71771
Ben H. Winters,13330370
George R. Stewart,93269
Douglas Preston,136636
Lincoln Child,136636
Darren Shan,8966
Thea Harrison,9637479
L.M. Montgomery,77395
Stephen King,10574
Diane Mowat,351064
W.W. Jacobs,351064
John Saul,6554
Jerry Bridges,260791
Foster W. Cline,260791
Jim Fay,260791
Lisa Kleypas,674220
Anne Rivers Siddons,104219
Jennifer Donnelly,7558747
Eric S. Nylund,60229
Kim Harrison,13241659
Frank De Felitta,455764
Nathan  Hill,28251002
Sophie Jordan,9436632
Bill Watterson,24494
J. Sheridan Le Fanu,48037
Garth Nix,47619
Melina Marchetta,82434
K.A. Linde,13345975
James Patterson,13521399
Maxine Paetro,13521399
Brian K. Vaughan,156529
Pia Guerra,156529
Goran Sudžuka,156529
José Marzán Jr.,156529
Chris Bohjalian,2017056
Sue Grafton,643962
Jerry Spinelli,69392
Laura Joffe Numeroff,181601
Felicia Bond,181601
William Gibson,22326
Craig Ferguson,6404621
Michael J. Fox,3240483
Sarah MacLean,6584134
Charlotte Rogan,12888599
Henryk Sienkiewicz,538845
W.S. Kuniczak,538845
Amy Ewing,16068780
Chris d'Lacey,312043
Raymond E. Feist,13815
Janny Wurts,13815
Nora Roberts,2195309
Deborah Guarino,770038
Steven Kellogg,770038
Anna Todd,22540125
Jacob Tomsky,13331184
Tony Horwitz,38855
David Wong,12924261
Robert Descharnes,342637
Gilles Néret,342637
Matthew Reilly,144791
Cherrie Lynn,7202825
Laurell K. Hamilton,30224
Stephen R. Covey,1044141
Larissa Ione,4497978
Dean Koontz,21323
Leigh Nichols,21323
Dan Wells,7617119
Laura Dave,23492613
Fannie Flagg,84022
Irvine Welsh,23966
Lori Lansens,47076
Janet Evanovich,28686830
Sandra Brown,30347
Wiley Cash,12408149
Ann M. Martin,233722
Roland Smith,12107920
Sheri  Fink,17704902
Henning Mankell,52415
Steven T. Murray,52415
Sarah Vowell,2845287
Guy de Maupassant,780581
Douglas Parmée,780581
Norman Maclean,30043
María Dueñas,10836813
Daniel Hahn,10836813
Toni Morrison,5198
William Gibson,22325
Kristan Higgins,15803757
Diana Wynne Jones,47520
Jude Watson,10706120
Deborah Blum,7054123
Penelope Ward,27083865
Elizabeth Scott,2954411
Anonymous,159964
Ananda Maitreya,159964
Thich Nhat Hanh,159964
Balangoda Ananda Maitreya Maitreya,159964
Kristen Ashley,13412515
Kathy Reichs,128754
Brené Brown,23317538
Alan Bradley,13642963
James Patterson,5551522
Maxine Paetro,5551522
Elisabeth Elliot,56634
Tarryn Fisher,15832316
Holly Black,20958632
Susan Elizabeth Phillips,73095
خالد الخميسي,2508854
Khaled Al Khamissi,2508854
Gail Tsukiyama,51113
Sally   Thorne,25883848
Julia Heaberlin,23746004
Penny Reid,17673307
Scott Westerfeld,9918083
Keith Thompson,9918083
Akira Amano,824763
JN Productions,824763
Frances E. Wall,824763
Karin Slaughter,12922320
Tom Clancy,19687
Sue Grafton,17707605
Alton Brown,101249
James Herriot,42909
Sherrilyn Kenyon,84135
Beth Revis,10345937
Ursula K. Le Guin,13661
Amy Tintera,13517455
Carrie Brownstein,25065629
Jon Meacham,13533740
Agatha Christie,16360
Iain M. Banks,12013
Pearl Cleage,5175
Sue Grafton,257990
David Baldacci,17333431
Irvin D. Yalom,21027
Trudi Canavan,3342764
Steven Erikson,459064
Frank E. Peretti,17324
Joe Hill,7202841
Gabriel Rodríguez,7202841
The Arbinger Institute,180463
Arthur C. Clarke,112518
Gentry Lee,112518
Lisa Kleypas,1756703
Graham Greene,133394
Scott Snyder,10889279
Jock,10889279
Francesco Francavilla,10889279
Jared K. Fletcher,10889279
Sal Cipriano,10889279
David   Baron,10889279
James Patterson,9682816
Marshall Karp,9682816
Darren Shan,8952
Corrie ten Boom,906560
Laura Joffe Numeroff,826583
Felicia Bond,826583
Laurell K. Hamilton,1406197
Laural Merlington,1406197
Orson Scott Card,40289
James Cameron,40289
Paula Brackston,8694522
Katarina Bivald,25573977
Alice Menzies,25573977
Dennis Lehane,13083008
Amy Plum,12908877
Richard Dawkins,11256979
Dave McKean,11256979
Karen Kingsbury,35332
Gary Smalley,35332
James Patterson,13521299
Christian Lander,3106441
Nora Roberts,18754961
Stephen R. Donaldson,687215
Marian Keyes,6539596
Heather Dixon,8428195
Rachel Dratch,12867423
Gabriel García Márquez,23875
J.M. Coetzee,6194
Willy Lindwer,769212
Walter Isaacson,21856367
Deborah Rodriguez,316558
Ernest Hemingway,4630
Ken Follett,5062
محمد السالم,18363068
Neal Stephenson,116257
Ben Mikaelsen,147243
Rachel Kushner,15803141
Jeaniene Frost,13125234
Deborah Feldman,13547241
Kiera Cass,18172471
Gary Vaynerchuk,6474550
Alastair Reynolds,89190
Steve Berry,1178039
T.S. Eliot,142080
Lloyd C. Douglas,219919
Walt Disney Company,1603923
Ellen Titlebaum,1603923
Anton DiSclafani,16158508
Kylie Scott,19286623
Kelley Armstrong,862350
Joseph Delaney,298568
Patrick  Arrasmith,298568
Gavin de Becker,56465
Jennifer Echols,7124475
Lincoln Peirce,8229399
Mary Kubica,27821486
Willard F. Harley Jr.,49245
Nora Roberts,31313
Kelly Creagh,7129598
Sadegh Hedayat,45967
D.P. Costello,45967
Eric Litwin,6871646
James Dean,6871646
Jonathan Stroud,7640705
Simon  Jones,7640705
R.L. Stine,125553
Louise Erdrich,142900
Glen Cook,400924
Abbi Glines,22522202
Melinda Haynes,5179
Chris Cleave,25814512
Michael Crichton,7682
Danielle Steel,59889
Kristin Hannah,297134
Juliet Marillier,13927
Ken Follett,41689
Chloe Neill,9581001
Ina Garten,120231
Maura McEvoy,120231
Fisher Amelie,18331807
H.P. Lovecraft,32767
China Miéville,32767
S.T. Joshi,32767
Nora Roberts,17781
Lara Adrian,3373198
James Rollins,98807
Allison Pearson,39045
Garth Ennis,102958
Steve Dillon,102958
Becky  Chambers,22733729
Jorge Luis Borges,17961
Andrew Hurley,17961
Holly Black,266607
John le Carré,270521
Jennifer Lynn Barnes,6905534
Harlan Coben,43924
L.J. Smith,6934395
Sherrilyn Kenyon,84146
Carol Tavris,522525
Elliot Aronson,522525
T.R. Ragan,13765729
Richard Bachman,10577
Stephen King,10577
Clive Cussler,198331
Jared Diamond,49234
Dennis Lehane,2830067
Gina Mayer,760168
Mercer Mayer,760168
Nicole  Williams,16096514
Mira Grant,8429687
Harlan Coben,3675828
Karin Slaughter,21722
Jill Bolte Taylor,142292
Robert Kirkman,138395
Charlie Adlard,138395
Cliff Rathburn,138395
Isabel Allende,3300
Margaret Sayers Peden,3300
Dean Koontz,32442
Emma Donoghue,18295858
Iain Pears,15888
Donny Dhirgantoro,1499340
Geoffrey A. Moore,61329
Regis McKenna,61329
Peach-Pit,1881621
Harlan Coben,43926
Isaac Asimov,76688
Aldous Huxley,5130
Neil Shubin,1662160
Jean-Paul Sartre,123933
Seth Godin,324748
Alison Bechdel,11566956
Bob Ong,1433337
Robin Hobb,10762697
Elin Hilderbrand,152695
Darynda Jones,12043770
Milan Kundera,28635
Linda Asher,28635
Mary E. Pearson,21569527
Loung Ung,4373
Owen  West,11166889
Dean Koontz,11166889
Stephen M.R. Covey,36076
Mary Higgins Clark,43342
Betty Mahmoody,43255
Lisa Gardner,759900
Piers Anthony,96977
Mary Higgins Clark,571555
Joseph Kesselring,178599
Ellen Schreiber,263171
Ken Kesey,529626
Tamora Pierce,58890
Sam Harris,7785194
Darcie Chan,11450591
Douglas Coupland,3381
Jon Lee Anderson,10836
Scott Westerfeld,24766
C.C. Hunter,15745371
Paulo Coelho,587666
Brandon Mull,1113545
Kelley Armstrong,11915
Maggie Stiefvater,3112850
Verna Aardema,417780
Leo Dillon,417780
Diane Dillon,417780
Sophie Kinsella,21064599
Nora Roberts,114133
