Company_ID,Review_ID,date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt
C000012,R00459,1/14/2019,NA,NA,Current Employee ,Mixed bag,NA,0,"Interesting work, work-life balance, women at senior levels","Low pay, slow to promote, political",
C000012,R00460,1/9/2019, AVP,"New York, NY",Former Employee ,"Great work/life balance, but no frills",More than 8 years,0,"People: overall, smart and hardworking. Work/life balance: great. Perks: basic, but very reasonable.","Regulations imposed after the recession caused a deepening of policy of procedures that seemed to drop morale. There's more admin tasks that have to be done. Harder to get promoted, little meritocracy. Very few social activities.",
C000012,R00461,12/5/2018,NA,NA,Current Employee ,Nice place,NA,0,Good environment and nice place to grow,Not so high payments,
C000012,R00462,11/26/2018,NA,"New York, NY",Current Employee ,Adminstrative Professional,More than 3 years,0,"This is for people looking for administrative assistant roles within the company....great work/life balance (my official hours are 9-5, rare paid OT), can work remotely, nice people, cafeteria/Starbucks coffee bar on site, good health/dental, days off/early dismissals.","Days can get pretty boring (depending on who/what team one is supporting), not a lot of career mobility. There are a few admins here who have gone on to other roles within the company, but for the most part this is the perfect job for those who just want a stable job that pays for their lives outside the office - family, vacation, hobbies, etc. Not the place to make tons of money and work your way up the ladder.","Pay more attention to administrative assistants - associate analysts, mid-level women have programs designed to move them up the career ladder, please do something similar for admins that don't want to be pigeonholed into one thing."
C000012,R00463,12/11/2018,NA,NA,Former Employee ,Admin,NA,0,Large downtown nyc rating agency,You’re just a number not a person,
C000012,R00464,10/29/2018,NA,NA,Current Employee ,Great place to work,NA,0,smart people and great work,some politics to manage at headquarters,
C000012,R00465,10/30/2018, Associate Analyst II,"New York, NY",Current Employee ,"Great work balance, terrible direction",More than 3 years,0,Great work life balance and pretty good pay for how laid back it is and very good exit opportunities,"Like most large places, very political to move up. The company used to have the people you actually work with have more say in your advancement, but recently, the company introduced middle managers who don't see/understand your work as much, but have a large say in your advancement, so sucking up matters way more than performance.
Also, due to poor management of handling regulatory compliance, there are teams of people who exist to try and catch you not checking the right box so you can get your bonus taken away. It never happened to me, but it did to people I know and living in fear of the compliance cops isn't fun. Also, lots of lifers work here, so get used to unintentional caps lock and constant whining about how they don't understand the electric typing box.","The middle managers are pointless, compliance checkers create a culture of fear, you spend way too much on rent when you should have people work at home more like your competitors do (cough, s&p), and you're not that progressive so please top telling us that you are when the composition of your c suite and board looks like any other old fortune 500. Thank you for the pay adjustment though to pay market rates. I liked that."
C000012,R00466,11/6/2018,NA,NA,Current Employee ,Great for exposure to projects and senior leaders,More than a year,0,"A great learning experience, plethora of knowledge to soak up and you really get involved with projects and individuals","No work life balance , but I realize that depends on the department you work in. Being in a shared service environment you would think we wouldn’t work long hours and unnecessary hours at that.",Not sure how you have receive the working mother’s award when flexibility and work life balance doesn’t apply to people below VP.
C000012,R00467,10/23/2018,NA,NA,Current Employee ,Credit Tech,NA,0,pay benefit insurance coworkers exposure,"work life balance, time off",
C000012,R00468,10/11/2018, Manager,"New York, NY",Current Employee ,Not female friendly,More than 3 years,0,"Good location, good prescription and medical coverage.","Poor work life balance, organizationally in Flux, many male immigrant employees who do not respect women in the workplace.","Stop talking the talk and start walking the walk. Many older, foreign born men in the company have strongly held, and loudly voiced anti - woman in the workplace views. It is Extremely hard to be a woman and get ahead in this culture."
C000012,R00469,10/3/2018,NA,NA,Former Employee ,Intern,NA,0,NA,NA,NA
C000012,R00470,9/10/2018, Associate Analyst,"New York, NY",Current Employee ,Overall a very employee development-focused company,More than a year,0,"Work life balance is valued
Great benefits package
Above-average opportunities for employee development",Upward mobility takes extensive time,
C000012,R00471,9/20/2018,NA,NA,Former Employee ,HR team specific review - Hope they are fixing the HR team culture in the US,NA,0,"Company itself has solid business leadership, and good outlook, work/life balance, smart & talented people.","HR transformation 2014 was a disaster, high turnover and poor, non-transparent leaders who did not understand the value of retaining HR talent. Politics at play, nobody was told why people were being “let go”, toxic individuals — extremely bad environment that made good people leave. I’ve heard things didn’t exactly get better after.","For such a well-branded global firm, key parts of HR were embarrassingly poorly run in terms of basic management and treatment of employees . I was shocked and saddened at the negative culture. I hope lessons have been learned the past few years, and the necessary improvements made. The HR work culture needs to be improved. I know you there is the leadership talent to do it. Good luck."
C000012,R00472,8/27/2018,NA,NA,Current Employee ,-,NA,0,flexible work place and worklife balance,lack of learning technical skills,
C000012,R00473,8/23/2018, Associate Analyst II,"New York, NY",Current Employee ,I like it,More than 3 years,0,You can earn a lot of responsibility early,Pay. Wide skill range in coworkers at the associate analyst level- a lot of dead weight.,
C000012,R00474,9/4/2018,NA,NA,Current Employee ,Compliance Associate,NA,0,The flexibility and the benefit s are great,There is t a lot of room for growth,Do better
C000012,R00475,8/16/2018, Associate,"New York, NY",Current Employee ,Good for a short term job,More than 5 years,0,"Work life balance is is good
Benefits are good","If you stay in your position for longer than a few years without a promotion, your chances of promotion or being interviewed for other positions within the company are non existent
New RRS team setup brings in more management and less transparency
Technology is more of a hindrance than a help in day to day work life",
C000014,R00476,4/18/2019, Vice President,"New York, NY",Former Employee ,A great place to work,More than 5 years,0,"Morgan Stanley is among one of the best Investment Banks on the street. Not only it has a great work environment, the management takes the time and effort to cultivate the people in the firm. Everyone is very professional and work as a team.",There isn't really much negative about the firm.,
C000014,R00477,4/15/2019, Vice President Operations,"New York, NY",Former Employee ,Operations Hit or Miss,More than 10 years,0,"Work Life balance, volunteering opportunities,",bad management can ruin a good job,"hire people who know what they are doing in critical areas, not people with no experience"
C000014,R00478,4/11/2019, Technical Analyst,NA,Current Employee ,Good place to start but alot of red tape,More than a year,0,"Huge bonuses
Great work life balance",Upper management not engaged day to day,
C000014,R00479,4/11/2019, Executive Director,"New York, NY",Current Employee ,The people are the difference,More than 10 years,0,"First Class salary, benefits, clients and co-workers",Make sure it's done right the first time. More bureaucratic now due to government regs,
C000014,R00480,4/7/2019, Intern,NA,Former Employee ,overall feeling,NA,0,"intensive working pressure, learn so much",working hours is a lot than expected,
C000014,R00481,4/7/2019, Vice President,"New York, NY",Current Employee ,Good culture. Good technical people.,More than 3 years,0,Collaborative and generally down to earth people. Good work-life balance.,Zero salary increase. Hard to get promoted. HR is a pain to deal with.,Connect to the people you work with.
C000014,R00482,4/7/2019, Operations Analyst,NA,Former Employee ,Analyst Working at Morgan Stanley,More than a year,0,great people and culture to be part of,cutoffs happen out of nowhere,
C000014,R00483,4/6/2019, Investment Banking Analyst,NA,Current Employee ,Competitive,NA,0,NA,#NAME?,
C000014,R00484,4/18/2019, Associate,NA,Current Employee ,Associate review sales and trading,More than 5 years,0,"Great people, firm reputation is strong. A lot of people to learn from.",Underpaid and tough work environment,
C000014,R00485,4/16/2019, Operations Analyst,NA,Former Employee ,"Fast Paced, Low Pay, Lousy Training",NA,0,"- 20 days of vacation, 7 sick days
- Nice view from the office and nice area to take a walk in
- Good name on resume","- Must take 10 consecutive vacation days at a time
- Pay is very low. Everybody is underpaid. MS doesn't even reimburse for expensive parking.
- Too many temps utilized
- High attrition rates and reorganization of teams
- Training is pathetic for such a high stakes job. Very hard to get a high level view of the business when there are so many buttons to click and NY constantly chasing you.
- No work events (no holiday parties, on-site events, team building activities)
- The facilities themselves are terrible. Restrooms don't have soap.","Pay a higher salary, train better. HR needs to stop misleading people."
C000014,R00486,4/1/2019, Accountant,NA,Current Employee ,Junior Accountant,NA,0,Flexible schuelde and 2 wks PTO,Management isn’t very hands on/ minimum training,
C000014,R00487,4/14/2019, Investment Banking Analyst,NA,Current Employee ,OK,NA,0,"They care a lot, keep you happy","Too long hours, not neccesariy the best",
C000014,R00488,3/31/2019,NA,NA,Current Employee ,Great work life balance,NA,0,Work life balance is great.,Not much opportunity for growth,
C000014,R00489,3/30/2019, Helpdesk Analyst,"South Jordan, UT",Former Employee ,Great company to work with. Management needs some help!!,Less than a year,0,A positive environment to work in. Excellent learning opportunity!,Very poorly managed! Extremely politically biasedly run!,"Don't give up on someone after JUST ONE PHONE CALL!! Give the employee an opportunity to learn from every call, not just the bad ones!!"
C000014,R00490,4/13/2019, Vice President ,"Jersey City, NJ",Current Employee ,Vice PResident,More than 5 years,0,"Good benefits , Salary , Vacation and perks","Long working hours, not that transparent in some divisions.",
C000014,R00491,3/28/2019, Financial Advisor Associate,"Baltimore, MD",Current Employee ,Very difficult,More than a year,0,"Good benefits, good pay, lunch almost everyday","No direction, very high fail rate, very little support",
C000014,R00492,3/30/2019, Executive Secretary,"New York, NY",Current Employee ,Great company,More than a year,0,"Great benefits ( medical, financial, legal and leisure), Volunteer opportunities, Salary based on experience however that depends on the group you are working for. Great people to work with.",Very fast paced environment,
C000014,R00493,4/12/2019, Vice President,NA,Current Employee ,"Pretty standard corporate office, not great, not awful",NA,0,"Good benefits, community involvement, good co-workers.","Never give more than the standard 1-2% raise, detached from HQ in NY, open office floor plan is tightly packed (zero privacy and very loud atmosphere)",
C000014,R00494,3/26/2019, Technology Associate,"New York, NY",Current Employee ,Tech at ms,More than a year,0,"Work-life balance, sense of community, competitive salary, opportunities for growth and innovation","Slow to adopt innovative technologies, infrequent promotions",
C000014,R00495,3/27/2019,NA,NA,Current Employee ,"great company, great benefits and pay and like the culture",NA,0,"free food, great pay, good location",can be high pressure at some times,
C000014,R00496,3/25/2019, Vice President,"New York, NY",Current Employee ,Great Place,More than 8 years,0,"Collaborative environment, moving towards an innovative delivery method",Decisions take a while to be made due to the number of areas in the firm that need to align.,Focus on the development of the employee. Hire talent to support the volume of work
C000014,R00497,4/8/2019,NA,"New York, NY",Former Employee ,Great Company Culture,More than a year,0,"Benefits, great people and great company culture with lots of opportunities.",It is very hard to get promoted,
C000014,R00498,3/19/2019, Analyst,"New York, NY",Former Employee ,Good place,More than 5 years,0,"Good place to learn
Time off","Room for growth
Politics
Certain people are favores over others
Performance was not always rewarded correctly",Best people should advance not who knows who
C000014,R00499,3/22/2019, Wealth Management Intern,NA,Former Employee ,Engaging and Challenging work,NA,0,Very fast paced work environment that helped me grow,At times challenging to do client facing work,
C000014,R00500,3/21/2019, Investment Banking Analyst,"New York, NY",Former Employee ,Great Place to Get a Start in Finance,More than a year,0,"Great deal flow - awesome for exposure
Good training and technical skills
Internal mobility is a focus if you are a top performer. There are designated programs
Nice facilities and especially basement gym
CEO has a reasonable, balanced approach to the industry","Lots of long hours (not different from other IB shops)
Bonuses are not particularly good compared to street",
C000014,R00501,3/20/2019, Registered Client Service Associate,NA,Current Employee ,Team is key,More than 3 years,0,hours are good; healthcare options are average,management is rough at certain branches and the firm relies heavily on your team to match compensation. you could easily make far less than your peers if you are stuck on a stingy team. management also has freedom to move you among teams without your consultation. very high turnover,
C000014,R00502,3/20/2019,NA,NA,Current Employee ,Admin Assistant,More than a year,0,Little to no work ever,no growth. hr culture is very caddy,
C000014,R00503,4/2/2019, Technology Associate,"New York, NY",Current Employee ,Good Company,More than 3 years,0,"Good Work Culture , Good learning opportunities","Random Reorgs, Senior management can be better",
C000014,R00504,4/1/2019, Quantitative Associate,"New York, NY",Current Employee ,quant in ms,NA,0,"Good salary, flexibility in work","strong hierarchy, doesn't give value to tech teams",
C0000238,R00505,2/28/2019, Financial Services Professional,NA,Current Employee ,Great Culture,NA,0,Everyone is helpful and great resources to do well,commission based no matter what anyone tells you,
C0000238,R00506,4/17/2019, Financial Representative,"Harrisburg, PA",Current Employee ,New York Life - Hard Work Pays Off,More than a year,0,"Get to make your own schedule. Unlimited earning potential. When I say ""unlimited"" -- I mean that with a certain level of work and attention to detail, you can easily take home $60,000. With higher level of work and attention to detail, you can take home much much more! New York Life is a great place to get exposed to the insurance and financial services industry, and get the training necessary to grow and succeed in the industry as well. The staff at the Harrisburg office are knowledgeable and encourage new agents to succeed -- with weekly education, and feedback from partners who have already succeeded in the industry.","Need to put the time in. If your idea of work is to show up, and hope something good happens, this isn't the job for you. Especially the first few years, you really have to put in effort -- which means some early mornings and some late nights.",
C0000238,R00507,4/16/2019,NA,"Harrisburg, PA",Current Employee ,Employee Friendly Company,More than 10 years,0,"I have worked for NYL for 10+ years and enjoy the stability of a company that stands behind its clients, agents and employees. They offer a quality training program for both agents and employees and are now focused on enhancing the customer experience with updated access to policy information. They offer great employee benefits and reward long term employees with ""years of service"" awards.",Some working systems seem outdated and could be more user friendly.,
C0000238,R00508,4/9/2019, New York Life Agent,"Sunrise, FL",Current Employee ,Great to get ahead in the finance industry,More than 3 years,0,Great Training and starter bonuses,Small range of financial products,
C0000238,R00509,4/9/2019, Agent,"New York, NY",Current Employee ,Good Company!,Less than a year,0,Great training and resources! Ability to learn a lot.,"Unlimited income as well as unlimited months of no income due to commission only pay. Also they do not tell you that they will be charging monthly fees for the printer, phone, licensing fees, E&O insurance and to even use there software needed in order to make a sale and generate commission. In total you will be looking at paying over $150 per month to work for them. There charges just appear on your ledger one day without anyone telling you this will happen.",Amazing upper management. The partners at the firm are useless.
C0000238,R00510,4/15/2019, Financial Services Representative,NA,Former Employee ,Great company but not a 'Mom' friendly place to work,More than a year,0,"Great company, financially sound company, lots of learning and training",Not an easy place to work for Moms. I was lead to believe I would be able to make my own schedule but that is NOT the case for at least 3+ years.,
C0000238,R00511,3/25/2019, Administrative Manager,"San Francisco, CA",Former Employee ,"Solid corporate structure,",More than 8 years,0,"Steady decent income, very strong procedures, excellent reputation as a moral company",its sad to watch all the sales people fail year after year. Really high turnover and you can tell some of the sales people who will fail but they bring on board just for numbers.,none
C0000238,R00512,3/21/2019, Investment Accountant,"New York, NY",Current Employee ,Great company,Less than a year,0,NYL provides you with so many tools to better yourself as an individual in society and as a professional.,"Very old school so it takes a while to adapt to new technology. To them, its the way they have been able to stay relevant over 150 years!",
C0000238,R00513,4/12/2019, Registered Representative,"New York, NY",Current Employee ,if you really love insurance or are transitioning a book,Less than a year,0,Good comp structure. Good permanent insurance. Good for estate planning and long term care. Good for politicians.,Management is non existent. You get a one hour commercial every week and little else. The support people at the New York City general office are some of the laziest people I have ever met. Anything more complicated than a delivery receipt takes them a month to get right. They will have you running in circles unless you know every requirement and step of the process ahead of time and hound them daily until they do what you need them to. Back office support is non existent. I spend more time on hold just to be hung up on than I did with the client doing the paperwork I’m checking on.,"Cut your middle office and back office by half and make their pay tied to representative reviews, response times and accuracy."
C0000238,R00514,3/20/2019, Financial Services Professional,NA,Former Employee ,100% Commisions,NA,0,Endless opportunity for growth and great company and training in the sales cycle.,100% commissions and out of pocket expenses.,
C0000238,R00515,4/9/2019, Registered Representative,"Denver, CO",Former Employee ,Not for the faint hearted,Less than a year,0,Great training program if you want support in getting in the financial industry.,"Not upfront about fees you will incur while working there like paying for: rent, copies, certifications, breakfast each month.

You may think you have a flexible schedule and for the most part that is true. However, I went through a huge life event of losing my dad, and I was being called to come into the office the following week. Which if you don't work you don't get paid and neither does your partner/manager.

You are treated as a number or means to an end. And there is too much product pushing instead of doing what's right by the client.",Treat employees with empathy especially when something big is going on in their personal life. We are not just a number but human beings. When someone can't work be flexible and compassionate instead trying to meet your own goals.
C0000238,R00516,4/2/2019, Corporate Vice President,"New York, NY",Current Employee ,"Good salary, but limited growth opportunities",More than 8 years,0,"This is a stable company that offers highly competitive salaries and excellent benefits. Being a mutual, it's also devoted to the well-being of its policy holders instead of shareholders.","Once you're in, it's very hard to get promoted. The company suggests that the best way to climb the ladder is to move across departments - the idea is that high level executives are well-rounded and better able to make holistic decisions. The reality, however, is that people get placed in roles they don't have the background, skills, or education to fulfill. The unfortunate result is insecure managers who are afraid to ask for help or rely on the existing teams who actually know what they're doing. The outcome is that leadership role are filled by incompetent outsiders instead of internal subject matter experts.","Cultivate better managers by encouraging high-performing subject matter experts to develop their leadership skills. This not only provides current employees with a path to career growth, but also creates common sense efficiency."
C0000238,R00517,3/25/2019, Insurance Agent,"Seattle, WA",Former Employee ,Selling life insurance in many forms,Less than a year,0,"You can make good money if you work hard. You should be good at talking and convincing people. It is even harder than selling a tangible product, because people do not like to plan for their death. But smart people do plan, and there are many smart people. Business attire, customer service and you can work whenever or wherever you want. No boss, basically.","it is like you run your own small business. Lots of expenses, customer service nerve-breaking sometimes. If you stop working, money also stops. If quality of your service drops, people cancel plans, and you need to pack back the commission you earned. Feels like non-stop work. But again it depends. Stressful if you don't like sales job, or not good at talking to people.",Do not rush to transfer candidates to full time . Make the pre-training longer and make sure newer agents have mentors.
C0000238,R00518,3/14/2019, Partner,NA,Current Employee ,An opportunity to do good for others and also help develope myseld,More than 3 years,0,Everyone at New York Life want to help you to be successful and they really care.,"Not exactly related but I do not like how busy the traffic near the office can be at certain times, but we do live in Atlanta",
C0000238,R00519,3/14/2019, Insurance Agent,NA,Current Employee ,Agent with New York Life,More than a year,0,Great Company to work for. They provide many resources.,In the first three years you can only sell New York Life products.,"I have a good experience with management so far, except our managing partner has changed 3 times since I became an agent 2 years ago."
C0000238,R00520,3/25/2019, Agent,"Bellevue, WA",Current Employee ,World's worst job,More than 3 years,0,"flexibility in schedule, pay reflects effort put forth, always have office support if needed","NO BASE PAY, no base pay, no base pay, company forces agents to pay unjustified monthly fees (pretty sure MAP fees are illegal)","Honesty in how much new hires should expect to get paid-- NOBODY is paid to what the compensation model leads new hires to believe AND THE MANAGERS KNOW IT.
Charging agents for using the MAP is a scam that needs to be exposed. Forcing agents to pay $700/yr should be illegal.
Monday meetings are draining morale as of late"
C0000238,R00521,3/6/2019, Insurance Agent,"Atlanta, GA",Current Employee ,How The Best Can Be Better,Less than a year,0,New York Life has some of the greatest products in the industry. The products are tailored to fit needs across all walks of life and the policies to deal with real issues offering real world meaniful solutions.,In the struggle to become the Best we sometimes forget that in most cases we have gone from bad to good. There is a lack of real world sympathy in some cases. Sales in itself almost force or drive a sales person to take a it either pays me or it doesnt approach. Often times if it doesnt pay we throw it away. The only issue with that is technically we are throwing away people.,"Quality over quanity. There is no real reason that i can see that a new hire cannot trigger within 30 days. Partners have to take full resposibility for the lives that they are taking into their hands. "" No one is cut out to be sales person"" Frank Bettger How I Raised Myself from A Failure To Success in Sales. With That being said. The recruitment phase is done in a mass herd type of way. This does not allow your process to be as effective as it could and should be. The training is not consistent with the demands of the business. I feel it should be an everyday three to four hour event. With the Partners going out with the new hires in the evening. Once a person understands what it takes it may make them more successful and give less turnover. Also resulting in career agents and a decline in cancellations larger policies because trust and understanding is higher on all levels."
C0000238,R00522,3/27/2019,NA,NA,Former Employee ,AARP Foundation Employee,NA,0,"Inspiring goals
Pay is high compared to other NGOs
Decent benefits","Depending on the unit cut throat, it’s to watch your back all the time.
Nepotism
Difficult to advance based on merit alone
I’d suggest applicants do due diligence on the units they’ll join. Don’t take the job unless you are sure what you are getting into.",Seek transparency
C0000238,R00523,3/27/2019, Marketing,NA,Former Employee ,Great culture and people .,More than a year,0,I have lasting friendships today from my time at NYLIM,The pay is below par and the structure and management could use improving.,
C0000238,R00524,2/28/2019, Insurance Sales Agent,"San Antonio, TX",Former Employee ,No Salary / 100% Commission,Less than a year,0,Solid AAA+ Rated Company and 3rd largest mutual insurance company.,No salary. 100% commission from Day 1.,"The (skilled) labor market is shrinking with many ""boomers"" retiring. Need to be more competitive and offer $24K-$36K salary base + commission."
C0000238,R00525,3/8/2019,NA,NA,Current Employee ,Great Company For Growth,More than 5 years,0,Great company if you want to be able to control how high up in the career ladder you get.,There really are no downsides. Bad place if you are not a hard worker.,
C0000238,R00526,3/9/2019, Agent/Financial Service Professional,"Charleston, SC",Current Employee ,Great company,More than 10 years,0,Offers financial freedom. No ceiling on income. Full flexibility of schedule and time.,Takes time to grow your business. Patience is key.,
C0000238,R00527,4/12/2019, Agent,NA,Current Employee ,Horrible Management,Less than a year,0,"Investing in future training program.
Commissions are pretty high.","Management claims they teach and guide you in their classes, but they really just waste your time 90% of the time.","They need to actually teach for more of their classes, instead of rambling most of the time."
C0000238,R00528,3/7/2019, Insurance Agent,"Seattle, WA",Current Employee ,NYL is great company for the right person,Less than a year,0,"Flexible schedule, Great established company, Excellent products, Great training program",Building your own client base can be difficult,
C0000238,R00529,3/5/2019, Financial Services Professional,"Atlanta, GA",Current Employee ,Great Company,More than a year,0,"Flexible hours with the ability to give yourself a raise at your own leisure.
Financial Strength
Promote within the company","Unstable income, you get paid based on your results, unfortunately, your efforts are not graded. only your results. You have to rely on client to pay their bills in order to get paid. Reversals are no fun.","Don't demean agents who haven't accomplished what you perceive is ""successful,"" If an agent has not made some level of ""Council,"" MP lectures every single week on how you are really subpar in his eyes, regardless of your efforts. Building up and tearing down in the same breath is not a recipe for success, nor is it productive for the agent. Maybe the hiring practices should be evaluated."
C0000238,R00530,3/6/2019, Partner,"Atlanta, GA",Current Employee ,It's a Businesspersons Opportunity,More than 10 years,0,"If you are looking to be an entrepreneur, this is for you. Systematic approach","If you are not looking to be an entrepreneur, this is not for you",Not everyone is an entrepreneur. Those who are will thrive here better than anywhere because of your unqualified support
C0000238,R00531,3/7/2019, Insurance Agent,"Tysons, VA",Former Employee ,"Fantastic company, authentic in nature.",More than a year,0,"Management is on your side and WANT you to succeed. You have to want it for yourself more than they do to be successful. You set your own hours, your own pay, you truly are your own boss here. The real question is: how good are you at being your own boss?","Commission-only pay. Not surprising or a bad thing, but I learned I'm just not good at selling even though I really do believe in what NYL sells. I still tell people about it today! If you can cinch the buy-in, this is a career without limitations!","I love, LOVE that you are so supportive of your teams and willing to put yourself out there. My only advice is when there's a new agent who thinks they got this without you...don't let them go that route until you've sat in with them at least 3 times. Some are just too headstrong to realize they actually need the support."
C0000238,R00532,3/4/2019, Advisor,"Healdsburg, CA",Current Employee ,So happy I said yes...,More than a year,0,"Strong leadership, upward mobility, fantastic training, great beginning income.","Much to learn, cumbersom recruiting process takes to long to get going fast.","Make it easier to hire, to much up front time consuming stuff. Almost did go through with it because so hard to get through process."
C0000238,R00533,3/14/2019, Agent,"Melville, NY",Current Employee ,Sales Agent,Less than a year,0,"Flexible schedule, potential upside and helping people with planning",Difficult to develop significant traction and acquire new clients,
C0000238,R00534,3/3/2019, Life Insurance Agent,"San Jose, CA",Former Employee ,Not bad if you have a passion to sell,Less than a year,0,"Great training and managers. Lots of incentives to sell and rewards to reap. Definitely a great career for people with outgoing personalities, high social and persuasive skills. Managers are promoted from the bottom up so you will have experienced individuals to help you on your path.","Pure commission
Depending on your manager, they may excessively push you to sell more to your friends and family
Benefits are expensive",
C0000203,R00535,4/7/2019, MBAProduct Management,"New York, NY",Former Intern ,Great experience working at fast moving startup,Less than a year,0,"free food on tues/thurs, flexible hours",hard to work across time difference,build more robust intern program
C0000203,R00536,3/24/2019,NA,Cape Town (South Africa),Current Employee ,Opportunities Everywhere!,Less than a year,0,"*Opportunities to learn are everywhere
*Smart and driven group of people working together
*Very fun environment to work in",Can be quite fast-paced and unpredictable,
C0000203,R00537,2/6/2019, Analyst,Cape Town (South Africa),Current Employee ,Great for international exposure,Less than a year,0,"International, Fun, AWESOME office, fun work environment","Growth can be limited, decisions can take long",
C0000203,R00538,12/8/2018,NA,NA,Former Employee ,Operations Consultant,NA,0,"Casual dress code, young and dynamic employees.",Micro-management and lack of trust from senior management.,
C0000203,R00539,10/30/2018, Anonymous Intern,NA,Former Intern ,Intern,NA,0,"Team, Location, Projects, Company Mission",Lack of full time opportunities for interns,
C0000203,R00540,10/21/2018,NA,Cape Town (South Africa),Current Employee ,The real deal,More than a year,0,"Great culture truly driven by its mission
Diverse skills and culture
Everyone has a voice and can contribute","None, except the normal challenges of a high growth company",
C0000203,R00541,12/28/2017,NA,NA,Current Employee ,"Smart People, Innovative Space",NA,0,"We are doing something that is going to have real impact
Calibre of people
Flexibility to work how / when / where I want to
Great perks
There's just a great energy here [we work hard, but the work is exciting and the people great]",None currently that I can think of,
C0000203,R00542,10/13/2017,NA,Cape Town (South Africa),Current Employee ,Best in Class,More than a year,0,"Best people, awesome benefits and a fantastic work culture where the work you're doing really makes a difference to people's lives across the globe. Working with some of the smartest and kindest people around the world and having fun doing it!",There are no cons for joining Prodigy!,
C0000203,R00543,4/13/2017, Research Data Coordinator,Cape Town (South Africa),Current Freelancer ,Prodigy freelancer review,More than a year,0,Based in Cape Town and fun and vibrant management who keep me occupied and part of the team who are doing great work for MBA student loans.,working from home so missing a lot of the community activity.,
C0000203,R00544,1/25/2017,NA,Cape Town (South Africa),Current Employee ,Best global start up in the fintech space,NA,0,"We're an international company with HQ in London and operations in Cape Town. Biz Dev in NYC - we couldn't ask for better locations to work from.
Healthy Snacks
Flexible working hours
Work with Purpose - changing lives
Active Environmental Policy
Social Budget
Generous Maternity and Paternity Leave
Generous Leave days
Gym and Yoga Benefits
Medical Aid and Pension
Young culture
Smart people",Hiring too quickly struggling to maintain focus and culture.,
C0000203,R00545,1/17/2017,NA,NA,Former Employee ,Internship,NA,0,"Smart people, working for a great cause, generous perks & salary",Can't think of anything negative,
C0000173,R00546,2/13/2019, Recruiter,"Detroit, MI",Current Employee ,Working at Quicken Loans Family of Companies,More than a year,0,"Pretty solid environment, work hard and get equal results.","Hours can get long if you're not careful, but if you're efficient that shouldn't be an issue.",Isms are fun.
C0000173,R00547,2/8/2019, Mortgage Banker,NA,Former Employee ,DO NOT WORK HERE (5 stars so it doesn’t get buried),More than a year,0,NA,"Horrible company to work for. Their sales tactics are overly pushy and questionable, and the people who run the company are all bros that peaked in college (more on this to come).

During my time here, I had multiple “leaders” and I was instructed to mislead clients into options that had no benefit. You sell on their ignorance. If a client doesn’t realize they’re losing money over 30 years, you sell it. You’ll be told to sell the worst loans so your leaders can win competitions.

You’re not allowed to leave your desk - sometimes they bring in breakfast, lunch AND dinner so you stay at your desk and on the phones all day. Recently i was off the phone for 30 minutes and the regional director asked where i was - i was eating lunch and once i was done my team had a meeting on why it’s not acceptable to leave the phones that long.

“Leaders” will insult you - they say they’re just playing but we all know how it is. You’ll be sworn at and called names and expect you to “laugh it off.”

The compensation plans and the company in general are very misleading - if you’re not hitting their unrealistic goals, expect to make enough for the month to barely get by if you have low expenses. I would recommend anyone who is looking into this company to think twice before accepting a position. I was bought in by the “fun work environment” and “culture.”

They promote this idea that it's a fun work environment - again, that’s how i was sold. The office theme is much like The Great Gatsby, with the bright colors throughout and fancy decor. There’s a ping pong table, pool table, popcorn machines, slushy machines, free snacks (which get old after a month), Golden Tee, tricycles, etc.. You can enjoy those either during training your first month or lunch (again, god forbid you take more than 20 minutes out of a 10+ hour day to eat lunch).

They push you and push you until there isn't a single ounce of energy left in you. They brainwash you into thinking that working 70+ hour work weeks is the norm, where if you work a 60 hour week you don’t want to succeed and have no drive. They select favorites and who gets better lead flow, and you’re given recycled leads that top mortgage bankers failed to sell (for obvious reasons: low credit score, no income, bankruptcy, etc. aka you’re wasting the clients time with false hope).

This job is the definition of Modern Day Slavery. If you drink the kool-aid and become brainwashed to thinking this is normal and a great company to work for, have at it. They act like they own you and shame you for wanting to have a work/life balance.",
C0000173,R00548,4/17/2019, Mortgage Banker,"Cleveland, OH",Current Employee ,Great Training,More than 3 years,0,"You make a lot of money and work with amazing, encouraging, hard workers. It's a great company with high quality from the leadership down.","It's very driven, so there are constant goals to be met and you work 60 hours a week.","Give more time off to team members. Nothing happens in the morning, start later in the morning."
C0000173,R00549,4/12/2019, Trainer,"Detroit, MI",Former Employee ,Either a place to start and leave or stay for life,More than 5 years,0,NA,"- The line between work and personal life get blurred
- Excessively ""rah rah"" work environment
- Hard to move to positions that meet interests",
C0000173,R00550,4/11/2019, Account Specialist,"Detroit, MI",Current Employee ,Overall great place,Less than a year,0,Great culture and atmosphere to be a part of,The hours vary every week,
C0000173,R00551,4/9/2019, Underwriter,"Detroit, MI",Former Employee ,Great place to work,More than 5 years,0,NA,NA,NA
C0000173,R00552,4/5/2019, Associate Banker,"Detroit, MI",Current Employee ,I just received my offer!,Less than a year,0,the culture of the company is uplifting,no cons that i can think of,
